id,category_no,emoji
1.3885496535247503e+18,1,🙏
1.388824813846868e+18,0,😂
1.3859068237277798e+18,0,😂
1.3887828208986604e+18,0,😄
1.3863818891544207e+18,1,🙏
1.3885438579067658e+18,0,💕
1.389225315025576e+18,0,🙈
1.3862937388555674e+18,1,🤷
1.386749351913943e+18,1,🙏
1.3842119081405522e+18,1,👧
1.3888995489033175e+18,0,😐
1.388455185073283e+18,0,😍
1.3884842051478692e+18,1,👏
1.3887831336554004e+18,0,😍
1.3888596916529605e+18,0,💯
1.38596284411861e+18,1,🙏
1.3859276099769057e+18,0,😁
1.3885746463336243e+18,0,💕
1.386354613641642e+18,1,🙏
1.388865244596822e+18,0,😀
1.3884603235317268e+18,1,🙆
1.389242507234472e+18,1,🙏
1.3840954431439053e+18,2,🌹
1.3888828174597816e+18,1,👍
1.3867380109521428e+18,1,🙏
1.3867654714546217e+18,0,😂
1.3885027975328768e+18,0,😫
1.3860514086175662e+18,0,💩
1.3869830565908357e+18,1,👍
1.3883984831246172e+18,1,🙏
1.3892038585182495e+18,0,😎
1.3884371778103583e+18,0,🤣
1.3859664355627704e+18,1,🤲
1.3892282686167818e+18,0,😣
1.388572740051882e+18,1,🙏
1.3888798422008013e+18,0,😳
1.388583616607703e+18,8,🍰
1.3892448364866847e+18,0,😓
1.3862882822715802e+18,1,🙏
1.388398637944742e+18,0,😷
1.3885602363409408e+18,1,🙏
1.3883995706698834e+18,1,🙏
1.3860215457854956e+18,1,🤦
1.385959037796184e+18,1,🙏
1.3883766340639498e+18,0,😜
1.385999768661291e+18,1,🙏
1.3859657870101422e+18,1,👌
1.38882348716757e+18,7,❤
1.388418951751762e+18,7,❤
1.3859968844104622e+18,1,🙏
1.3870557420168847e+18,1,🙏
1.3884675322023404e+18,1,🙅
1.3883909224386683e+18,0,😁
1.3887940999485235e+18,1,🙏
1.385935745941074e+18,0,😳
1.3884389850100777e+18,1,🙏
1.3884340730481418e+18,4,🎵
1.3870709457900997e+18,0,😷
1.388855025657467e+18,0,😭
1.3888192539737743e+18,1,🙏
1.3863241921868882e+18,0,😊
1.3887816114963456e+18,1,🙇
1.388571972359975e+18,0,😂
1.3870076044134523e+18,1,🙏
1.3885546860687892e+18,6,🚩
1.386720214935511e+18,0,😊
1.386289737179091e+18,0,😎
1.388890530742825e+18,0,😖
1.3860312716676588e+18,1,🙏
1.38882168497997e+18,1,👇
1.3883963274914245e+18,0,😱
1.3884361867256996e+18,1,🙏
1.3842035252619717e+18,0,😂
1.388471414290731e+18,0,😭
1.3863482895707095e+18,1,🙏
1.3866429854382449e+18,0,😠
1.3870739328349225e+18,0,😊
1.3884512981822423e+18,0,😊
1.3863418201294395e+18,0,😪
1.389247217903362e+18,0,😍
1.388508445100286e+18,0,😊
1.3875274511236751e+18,0,💞
1.387089327507792e+18,1,👇
1.3885665676428288e+18,1,🙏
1.387041725256913e+18,1,🙏
1.388386481408942e+18,1,🙏
1.3884510927116902e+18,0,😊
1.3863983197573284e+18,0,😭
1.3888693324662415e+18,1,🙏
1.384098194271871e+18,1,👇
1.3858999037384704e+18,7,⛩
1.3889026802867528e+18,0,😜
1.386772642829529e+18,0,😂
1.3867385266459812e+18,1,🙏
1.3862908825387377e+18,1,🙏
1.386288753740632e+18,0,💕
1.3885464492777882e+18,7,❤
1.3870455824562504e+18,2,🌸
1.3870547577060147e+18,1,👉
1.3870736304046817e+18,1,🙏
1.388818890130559e+18,0,😣
1.3892143012278682e+18,0,😜
1.3888533310873969e+18,0,😡
1.3885639082024346e+18,0,🤣
1.3870995853576315e+18,1,🙏
1.3888344784334807e+18,1,👍
1.3842215473641103e+18,7,❤
1.3884385757761577e+18,0,😣
1.3863468967890985e+18,1,👌
1.386309482909606e+18,1,🙏
1.387086924364456e+18,1,🙏
1.3863028622133453e+18,0,😒
1.387001036833923e+18,6,🚩
1.3889129794170798e+18,1,🙏
1.386044312794714e+18,0,😁
1.3842348654034698e+18,0,😊
1.387001496319918e+18,1,🙏
1.3863402029945364e+18,1,🙏
1.3863581082057196e+18,1,🙏
1.3883891186530427e+18,9,🏡
1.3883890000255795e+18,0,😭
1.388481423804289e+18,0,😷
1.3889170626349343e+18,1,🙋
1.3863448971673846e+18,1,🙏
1.388795205613097e+18,0,😂
1.3871091920921108e+18,0,😁
1.3870396450289377e+18,1,🙏
1.388817818183893e+18,1,🙏
1.388454147813372e+18,1,🙏
1.3871141128286413e+18,1,👍
1.3887812672026337e+18,1,👍
1.38409909254076e+18,1,🙏
1.38637239343471e+18,1,🙏
1.3863584164324598e+18,1,👈
1.388861746052354e+18,0,😁
1.3870535160578253e+18,9,🔥
1.3859688181036032e+18,0,😐
1.3884377776336118e+18,1,🙏
1.388551406563385e+18,1,🙏
1.388876960059695e+18,0,😜
1.386393005016314e+18,0,😳
1.3863908949248778e+18,0,💕
1.3892088626207334e+18,2,💐
1.3892485355439636e+18,1,🙏
1.3844286983806198e+18,0,😢
1.3888397275083735e+18,0,😜
1.3869696385803264e+18,1,🙏
1.3841945692820808e+18,0,😋
1.3863023813237883e+18,1,🙏
1.3888147111860838e+18,0,😂
1.3840857416936653e+18,0,😜
1.3892233091626066e+18,7,✍
1.3863451768519025e+18,1,🙏
1.3884790835126886e+18,0,😓
1.3867317199532933e+18,2,💐
1.3884609100086725e+18,0,😄
1.3863964946772173e+18,0,🤔
1.386978608426754e+18,2,🌸
1.384097648341242e+18,4,📌
1.3842009932906906e+18,2,🌻
1.385996285505786e+18,1,👌
1.388907070926164e+18,1,🙏
1.3840859275431977e+18,1,🙏
1.3884944263395615e+18,7,🏻
1.3863553129453732e+18,2,🌹
1.3888335137897062e+18,1,🙏
1.389211766911955e+18,1,🙏
1.3870277887843123e+18,0,🤣
1.3871269392996393e+18,0,😍
1.3867141587463987e+18,1,🙏
1.3870954368429138e+18,2,🌷
1.3888727925698314e+18,1,👌
1.385926893375918e+18,1,👉
1.3884620514633605e+18,1,🙏
1.3862947018887373e+18,1,🙏
1.387059436653478e+18,0,😭
1.3867399697340498e+18,0,💔
1.387022190969725e+18,1,🙏
1.386713551054639e+18,3,➕
1.3863828203024753e+18,1,👍
1.3884180800999465e+18,0,😓
1.3870346820056392e+18,0,😔
1.3870909198332764e+18,1,👍
1.3841976201013043e+18,0,😜
1.3862842792781455e+18,0,😠
1.3888238070713426e+18,1,🙏
1.3870668092248105e+18,0,😷
1.388415871681327e+18,1,🙏
1.3884950111346565e+18,1,🙏
1.3863666549934858e+18,0,😞
1.3889056073783255e+18,1,🙏
1.3884653918028022e+18,1,🙏
1.3888615613898097e+18,0,🤧
1.3888890610965217e+18,1,👌
1.3871181353508086e+18,7,❤
1.3859157447312955e+18,1,🙏
1.3864098799008768e+18,0,🤔
1.386973650557956e+18,1,🙏
1.385999759505195e+18,7,✌
1.3863040166367355e+18,1,🙏
1.386966949586903e+18,1,🙏
1.389196866441552e+18,0,😭
1.3870112295587922e+18,1,🙏
1.3859199464592548e+18,7,☑
1.389251167847215e+18,0,😂
1.385901017787605e+18,7,✍
1.3842166672914063e+18,0,😄
1.3870315497411256e+18,0,🤗
1.3863234100205732e+18,0,😉
1.3870429225042248e+18,0,😂
1.388497967745753e+18,0,😜
1.3863789997780787e+18,0,😴
1.384096100542341e+18,3,🔰
1.3888661230728233e+18,1,👍
1.388375914027782e+18,0,😬
1.386352828436779e+18,1,👇
1.388554212397568e+18,1,🤦
1.384102453382058e+18,0,🙂
1.3884371474351675e+18,1,🙏
1.3888450420940718e+18,0,😂
1.3888799610045153e+18,0,💯
1.3870855677756252e+18,0,😔
1.3888189418003292e+18,0,😷
1.3866384835785073e+18,1,🙏
1.3870775794886984e+18,3,🟩
1.3859059192428708e+18,0,😂
1.387074953686651e+18,0,😁
1.385937920670851e+18,4,💉
1.3888368408666644e+18,0,😐
1.384098538934526e+18,0,😴
1.389194432847618e+18,3,🔅
1.388419778730025e+18,1,🙏
1.386015688356098e+18,7,🕉
1.3888880750324283e+18,0,😜
1.3860372651142062e+18,0,😂
1.3871106600987402e+18,1,🙏
1.3883890927532196e+18,1,🙏
1.3888516816145736e+18,1,👆
1.385972735919022e+18,1,🙆
1.3888671438112973e+18,0,😁
1.3870088953658122e+18,1,🙏
1.386386733982421e+18,0,👺
1.3869655793370644e+18,1,🙏
1.38593529427746e+18,1,💃
1.3841948728490437e+18,0,🤗
1.3892309351581286e+18,7,☝
1.38707660235008e+18,0,😂
1.3888546731556577e+18,0,😊
1.3885178942883308e+18,8,🎂
1.3888860072950825e+18,0,😜
1.3885454421834056e+18,1,🙏
1.3863164008351908e+18,0,😶
1.3888472229938217e+18,1,🙏
1.3871354859785503e+18,7,♀
1.3842130342021366e+18,1,🙏
1.3870374374198682e+18,2,🦋
1.3892037190073958e+18,7,🏻
1.3888227673032786e+18,0,😳
1.3863622548959478e+18,0,😂
1.3863617201514988e+18,0,😐
1.3884938742055772e+18,1,👍
1.3885417309164257e+18,1,🙏
1.3867472418267013e+18,0,😊
1.3859529464588206e+18,3,🔱
1.3891924213433303e+18,1,🙇
1.3888792336827963e+18,1,🙏
1.3863269368975565e+18,1,🙏
1.3888270045276938e+18,0,😘
1.3885457422020526e+18,0,😙
1.3892244551303905e+18,1,🙏
1.3884977670775355e+18,0,😁
1.3867910760700027e+18,0,😊
1.38848907619029e+18,0,💯
1.3841958248469176e+18,1,🙏
1.3892141017090253e+18,0,😜
1.3867498691512975e+18,1,🙏
1.3884178957895967e+18,1,🙏
1.3884925160858255e+18,1,🙏
1.3885066774359777e+18,1,🙏
1.3884325145455575e+18,0,😂
1.3870907256286413e+18,0,😕
1.389250801382609e+18,0,🤭
1.3870822759767122e+18,1,🙏
1.3858780472077476e+18,2,🌻
1.3859643596465152e+18,0,😍
1.3870981948493947e+18,1,🙏
1.3863301266112184e+18,3,❓
1.385948507094143e+18,1,🙏
1.3892271064799685e+18,1,🙏
1.3859128371265864e+18,0,😞
1.3858770080480338e+18,1,🙌
1.3892036447555625e+18,8,🍎
1.3885099865824993e+18,0,😏
1.3885514101285478e+18,7,❤
1.3889123975286252e+18,0,😑
1.387096783415767e+18,0,😞
1.388832977346605e+18,0,😒
1.385918961892565e+18,7,❤
1.3870949983074632e+18,3,❓
1.3892089134850744e+18,0,😙
1.3870026011079066e+18,0,😷
1.3888942866330788e+18,7,♂
1.3887915914651443e+18,0,😂
1.3863001412634583e+18,0,😒
1.3870847573227151e+18,1,🙏
1.3863093121007944e+18,5,🏆
1.3884637094927155e+18,0,😂
1.388912912215937e+18,1,👍
1.386335885193474e+18,4,💸
1.3889139244063334e+18,0,😜
1.3863624428762112e+18,0,😁
1.3859449629785743e+18,0,😜
1.3892236642692055e+18,0,😄
1.3863997906787656e+18,0,💓
1.389220188772475e+18,2,🥀
1.387075686322606e+18,0,😂
1.3892495285454356e+18,0,😡
1.3888968167420273e+18,2,🌻
1.388900197879599e+18,0,😭
1.38857040870255e+18,0,😜
1.3860285345027277e+18,0,😂
1.3869690028957614e+18,1,🙏
1.387041143884374e+18,0,🤑
1.3863260458427556e+18,0,😜
1.3892412465314816e+18,0,😝
1.3892064644519444e+18,7,🖐
1.388853863449383e+18,0,😁
1.3860575472080282e+18,1,🙏
1.3859062748988252e+18,2,💐
1.3841943270987735e+18,0,😠
1.3863226728464794e+18,1,🙏
1.3860043454774843e+18,1,🙏
1.388393485665915e+18,0,😊
1.3888016367729582e+18,1,👇
1.3859026344318853e+18,1,🙏
1.386758887450108e+18,1,🙏
1.3871022523897364e+18,0,🤣
1.386335762518446e+18,1,👌
1.3842345578645135e+18,1,🙏
1.3869634289006756e+18,1,🙏
1.388827297801638e+18,1,🙏
1.3863790366753014e+18,1,🙏
1.3859164718642217e+18,1,🙏
1.3870783356630016e+18,0,😎
1.384200677245653e+18,1,👌
1.386714675572732e+18,1,👇
1.3842157967385313e+18,5,✨
1.3859239393863967e+18,1,🙏
1.3870680708338893e+18,0,😊
1.3869719855744655e+18,0,😭
1.386716931013546e+18,0,😂
1.3884831055775703e+18,0,😠
1.388546032292614e+18,0,😀
1.3859121247366715e+18,3,🔃
1.3863978527886623e+18,0,😊
1.3887914879581102e+18,1,🙏
1.3888553327895798e+18,0,😁
1.3863696876094833e+18,7,‼
1.386729800698536e+18,1,👉
1.386971053021225e+18,0,😷
1.3863603874240635e+18,3,❓
1.3892377426688164e+18,1,🙏
1.388891452428624e+18,0,😔
1.388816625931985e+18,0,😂
1.3888131239607951e+18,0,🤔
1.388818165950423e+18,7,❤
1.388479452464644e+18,1,🙏
1.386380691697328e+18,0,😊
1.3884581181918822e+18,1,🙏
1.3887900430497423e+18,0,🤢
1.3860150152247624e+18,1,🙏
1.3870071831502193e+18,1,🙏
1.3863288034424504e+18,2,💐
1.385918607318651e+18,6,🚩
1.388496097308418e+18,1,🙏
1.3884434447506678e+18,1,👈
1.3888224555573125e+18,7,☝
1.3889073631812076e+18,0,😢
1.3885459581541745e+18,0,😂
1.386719543943254e+18,9,🌚
1.3883975019468104e+18,1,🙏
1.3869643968914596e+18,1,🙏
1.3884144309379727e+18,1,🙏
1.3863649119623987e+18,2,🐚
1.385909704207999e+18,0,😂
1.3863802654554235e+18,0,😪
1.388861846443094e+18,1,🙏
1.3867160395645665e+18,7,❤
1.3869627767450747e+18,1,🙏
1.3870400368481608e+18,0,😢
1.3884921939338445e+18,1,👌
1.3863123859048653e+18,0,😷
1.387091311870632e+18,0,😡
1.3892005152720443e+18,0,😊
1.3870416535971635e+18,0,😎
1.3885680211579085e+18,0,😡
1.3888776434334515e+18,1,🙏
1.3884622873970852e+18,1,🙏
1.3885516147602514e+18,1,🙏
1.3863233095123804e+18,1,🙏
1.3841995337064448e+18,0,😏
1.3842049602591416e+18,1,🙏
1.3871307111115244e+18,1,🙏
1.3859259368900155e+18,1,🙏
1.3863440849614395e+18,0,😛
1.3862907652155924e+18,0,🤣
1.38705747455386e+18,2,💐
1.386639382937936e+18,1,🙏
1.3888798802305595e+18,0,😂
1.386725808954245e+18,0,😂
1.3859486724798095e+18,1,👇
1.3867153169824113e+18,0,😂
1.3842011352510956e+18,0,😂
1.3863527300720476e+18,1,🙏
1.3869801440955228e+18,1,🙏
1.3884301725131366e+18,0,😥
1.3859409249249772e+18,0,💕
1.388876554302759e+18,7,❇
1.386286351989891e+18,0,😷
1.3863943289357967e+18,0,😏
1.3863575549770138e+18,0,🧐
1.3869622530443223e+18,1,🙏
1.3859035554716262e+18,0,😡
1.387085177508139e+18,1,👌
1.3885403982141563e+18,0,🥵
1.388511740657242e+18,1,🙏
1.3859990096264847e+18,1,🙏
1.388490023574532e+18,1,🙏
1.388399302884561e+18,0,😊
1.3888232096723804e+18,0,😂
1.385925940677546e+18,0,😂
1.3864132174931272e+18,0,😅
1.3892164362376602e+18,0,😷
1.3884014325088297e+18,0,😡
1.3884906484544553e+18,0,😏
1.3885395417709814e+18,1,🤦
1.3863743516084552e+18,0,😂
1.3862854416498117e+18,1,🙏
1.3842163432562606e+18,0,😂
1.3884817621209784e+18,1,🙏
1.3867557523798835e+18,0,😡
1.386638393430352e+18,1,🙏
1.3867651936029983e+18,0,😞
1.3887896486929572e+18,0,😊
1.3863529942753812e+18,3,🔱
1.38714589731883e+18,0,😜
1.3859678162982953e+18,7,♀
1.3888722120865956e+18,1,👉
1.3883990879264645e+18,1,🙏
1.3870367763724e+18,1,🙏
1.38675478593255e+18,0,💕
1.3860371026813665e+18,1,🙏
1.385899813057618e+18,0,😷
1.386961011131908e+18,1,🙏
1.3885427279864463e+18,0,😊
1.3883961000049418e+18,0,😊
1.388783629229183e+18,0,😂
1.385945718125441e+18,0,😡
1.3888580372727276e+18,0,😁
1.3888802097812193e+18,1,🙏
1.3870069365545083e+18,0,😢
1.3888298843200348e+18,0,😜
1.388845813892223e+18,0,😊
1.3867373429379236e+18,1,🙏
1.3892318643306127e+18,7,🏻
1.3884310061940283e+18,7,☺
1.3867377513540813e+18,1,🙏
1.3870056048629596e+18,0,😒
1.388797843427582e+18,0,😡
1.38634442846217e+18,0,😐
1.387061919912059e+18,1,🙏
1.38603066030592e+18,0,😂
1.3888916477656678e+18,2,💐
1.3892045197335347e+18,0,😄
1.3885386331586765e+18,1,🙏
1.388543082749055e+18,0,🧐
1.3859556068011295e+18,0,😂
1.3892508490593157e+18,4,💸
1.3859487977887785e+18,1,🙏
1.386960326680146e+18,0,😞
1.3870539042911478e+18,1,🙏
1.388900402674946e+18,1,👍
1.3883739156600136e+18,7,❣
1.3892025334915113e+18,1,👇
1.3841009075419505e+18,0,🤗
1.388583616607703e+18,8,🍬
1.3884953577938207e+18,1,🙏
1.3883969523714294e+18,0,💔
1.386292101604807e+18,1,🙏
1.386014817148801e+18,1,🙏
1.3860192452181445e+18,1,🙏
1.386017171633967e+18,0,💜
1.3887862833260503e+18,0,💯
1.384194002765828e+18,0,🤗
1.3888499761182884e+18,0,💔
1.3859030608624763e+18,0,😡
1.38671635702306e+18,1,🙏
1.3859318485979832e+18,7,⚔
1.384194053416186e+18,7,❤
1.3875264876669215e+18,1,🙏
1.3870655998812692e+18,2,🌷
1.3863795619364536e+18,0,😄
1.3888151172409713e+18,1,🤦
1.387030492122284e+18,0,😁
1.388416124446929e+18,2,🌹
1.388862846268629e+18,9,🔥
1.3888087910223954e+18,0,😄
1.386284069361578e+18,6,🚩
1.3867160051964682e+18,1,🙏
1.3892319333898732e+18,1,👏
1.3884751502704927e+18,1,🙏
1.3840973458606326e+18,1,🙏
1.3887938880773448e+18,0,😏
1.3870045997022208e+18,0,💯
1.3842055673594798e+18,0,😜
1.3888381238624666e+18,7,❤
1.3885076792412938e+18,0,🤣
1.388862765914202e+18,0,😊
1.386744064058425e+18,0,😡
1.3885185847002153e+18,0,😄
1.3859672103136215e+18,1,🙏
1.3859267705373737e+18,0,😄
1.3863419568217334e+18,1,🙏
1.3888936849768735e+18,1,🙏
1.389193052594479e+18,1,👍
1.3864125040168428e+18,1,🙏
1.3888659403018772e+18,1,👍
1.386721153218093e+18,0,💔
1.3870980382382858e+18,0,😜
1.3870313666513756e+18,0,😂
1.388780198502359e+18,0,😂
1.388833496332857e+18,0,😎
1.3862847029322138e+18,0,😂
1.3867158906416046e+18,0,😂
1.387038809833939e+18,0,😢
1.386722513317634e+18,6,🚩
1.3863538049001267e+18,1,🙏
1.3885140784825262e+18,0,😓
1.3883821024548946e+18,0,😭
1.3859469799103816e+18,1,👍
1.38711838882091e+18,1,🙏
1.386041766822826e+18,0,🤔
1.386640153922347e+18,0,😂
1.3863239366824714e+18,1,👏
1.3867323601635e+18,1,🙏
1.3862855433658286e+18,0,😭
1.386032038919041e+18,0,💔
1.3888176387221957e+18,0,😂
1.3884991250422456e+18,0,😊
1.3885643824397967e+18,4,🎶
1.3870999145601065e+18,0,😍
1.3870546744071578e+18,1,🙏
1.3863482208009134e+18,0,😢
1.3888605841043948e+18,1,👏
1.388820028485632e+18,1,🙏
1.3863899589533696e+18,0,😭
1.389232234964476e+18,0,😂
1.3885569086891663e+18,0,😍
1.3869749544202609e+18,0,😣
1.3888232738200123e+18,0,😂
1.3863100038798664e+18,0,😍
1.386292955548246e+18,0,🤣
1.3888348675096123e+18,1,🙏
1.385960195612758e+18,1,🙏
1.3887883026317722e+18,1,🙏
1.3885430249641124e+18,0,😂
1.3888914182911836e+18,0,😐
1.3842240315455857e+18,0,😔
1.3859565023184527e+18,1,🙏
1.3888422013004431e+18,0,😄
1.3885183903823544e+18,1,🤲
1.3840955197026017e+18,1,👏
1.3884012645481062e+18,0,😂
1.3892464453167636e+18,1,👇
1.385959781836288e+18,0,😜
1.3884523089171784e+18,2,🌴
1.3870135688857108e+18,1,🙏
1.388380043110355e+18,0,😎
1.3892100698841866e+18,1,🙏
1.3888239590224855e+18,2,🌺
1.389224332069458e+18,0,😍
1.3859509441861673e+18,0,😝
1.3859669770683228e+18,7,🏻
1.3867425402677084e+18,0,😏
1.388499188673966e+18,0,😊
1.3870908266316472e+18,1,🙏
1.3870785685265736e+18,0,😭
1.386001778865365e+18,1,🙏
1.3858773720171192e+18,0,😊
1.3892486195978158e+18,0,😂
1.3887811762995528e+18,0,😡
1.3864125594612736e+18,1,🙏
1.3859507455145738e+18,0,😌
1.389228358756569e+18,0,😂
1.388557695708541e+18,0,😂
1.3863394568613683e+18,7,❤
1.3884460521019845e+18,1,🙏
1.386712830284505e+18,1,🙏
1.3870173148354396e+18,1,🙏
1.3887938902625812e+18,0,😌
1.3859487932170568e+18,0,😍
1.388801714015277e+18,0,😊
1.386750579569877e+18,1,🙏
1.3863145362825134e+18,5,🏏
1.3859541085955768e+18,0,😡
1.385995742645416e+18,0,😑
1.3859072307346555e+18,1,🙏
1.3867215136891617e+18,0,😡
1.3892041337820324e+18,0,🙈
1.3892180465106534e+18,0,💙
1.3871135055646802e+18,0,🤬
1.3883973568407347e+18,1,🙏
1.387108217054843e+18,1,🙏
1.388374171265106e+18,1,🙏
1.3892264628136468e+18,0,😎
1.3884959996901048e+18,0,😤
1.386284289700995e+18,1,🙏
1.388397283121582e+18,1,👀
1.3869690745554412e+18,1,👀
1.3888857737436488e+18,1,🙏
1.3859285769276375e+18,0,😋
1.3870654611420283e+18,0,😣
1.3859713003891794e+18,0,😢
1.388402009619923e+18,1,🙏
1.3867390398651638e+18,0,😠
1.3888320636927631e+18,0,😒
1.387016498057671e+18,0,😔
1.3840872842160742e+18,0,💕
1.3888957448540897e+18,0,😂
1.3863546520573297e+18,0,🤣
1.3884186447454945e+18,1,👍
1.3885614761352602e+18,7,♥
1.3889087789222666e+18,0,😆
1.3863032162419712e+18,0,😂
1.387090315362771e+18,0,😂
1.3860055143167795e+18,0,😂
1.3884923224096154e+18,1,🙏
1.3892326370178785e+18,0,😭
1.38442868023185e+18,0,😉
1.388867589913211e+18,4,🔊
1.388815901974143e+18,0,😂
1.386291165520044e+18,1,🙏
1.3870040041362227e+18,0,😏
1.384097079178367e+18,0,😂
1.3863090447852175e+18,1,🙏
1.3860055455391457e+18,1,🙏
1.3859582416837427e+18,1,🙏
1.385952544661246e+18,1,👏
1.3871029603294986e+18,2,🌹
1.3888138330414162e+18,6,🚩
1.3887996998182175e+18,0,😂
1.3859147037093028e+18,0,😊
1.3869738341216788e+18,2,🌹
1.3884967585656054e+18,0,😅
1.3885601527149036e+18,0,😁
1.3841989703694008e+18,0,🤣
1.385899976664912e+18,9,🎪
1.3862985678919475e+18,1,💂
1.388420559730471e+18,0,😂
1.3885030152382095e+18,1,🙏
1.3870708144831898e+18,0,😕
1.3842010943397847e+18,1,👉
1.3862967293481042e+18,1,🙏
1.388810387848532e+18,0,😂
1.384197309303382e+18,1,🙏
1.38846073132288e+18,0,😊
1.3842089945337078e+18,1,👍
1.3867270190780293e+18,1,👍
1.3859290664407654e+18,0,😡
1.3888417269749146e+18,0,😄
1.3892303649508147e+18,7,❤
1.3888078618918625e+18,4,🎶
1.3858774876331418e+18,1,🙏
1.3870283202906972e+18,7,❤
1.3870060497611694e+18,7,🕉
1.3885586457350062e+18,0,🤧
1.3863109517506273e+18,1,🙏
1.3888804412984566e+18,0,😂
1.388414417142915e+18,0,🙈
1.3859603839034573e+18,0,😂
1.3870066107744543e+18,0,😷
1.3888185114561782e+18,1,🙏
1.385922112385286e+18,0,😊
1.3859628258818212e+18,0,🤔
1.3870011447574815e+18,1,🙏
1.3870835432563343e+18,7,✍
1.3859339006696038e+18,1,🙏
1.384212764428669e+18,0,😐
1.3887803523285033e+18,0,😎
1.3888145046879314e+18,1,🙏
1.3891905249894482e+18,7,♂
1.3870933869228442e+18,1,🙏
1.388791314829824e+18,0,😊
1.3864199830354944e+18,1,🙏
1.386007348683051e+18,3,🔴
1.3888873578106348e+18,0,😬
1.3891903868793692e+18,6,🚩
1.3884560765095158e+18,2,🌹
1.3888001615691205e+18,0,😜
1.38878325390191e+18,7,✌
1.3871150766630052e+18,9,🌄
1.3867827995757445e+18,0,😢
1.386033373383037e+18,1,🙏
1.388451841969582e+18,0,😪
1.3867367383625318e+18,1,🙏
1.3889115445458166e+18,1,🙏
1.3888328767753708e+18,0,😂
1.3863492298541384e+18,7,✍
1.3859492674166538e+18,1,🙏
1.3889197714967798e+18,1,🙏
1.3860019825618207e+18,0,😂
1.3859296981826314e+18,1,🙏
1.385907290033705e+18,1,👀
1.3871055327044772e+18,0,😂
1.3889152886372844e+18,1,👀
1.3869609322957783e+18,1,🙏
1.3863879236841267e+18,1,🙏
1.388497967745753e+18,0,🤩
1.3891899073446216e+18,0,😭
1.388831038827344e+18,1,💪
1.3859970679909663e+18,0,😘
1.3870685315277455e+18,1,🙏
1.3841977943495188e+18,2,🌹
1.3859531321951803e+18,0,😭
1.3863678126046126e+18,7,❤
1.3859581545554452e+18,0,😊
1.3869649524019323e+18,7,🎙
1.386976222769402e+18,0,😂
1.388545717866623e+18,2,🌹
1.3885180893906616e+18,1,🙏
1.386022781184262e+18,1,🙏
1.386723028206166e+18,1,🙏
1.3892091092038085e+18,1,🙏
1.388570846453637e+18,1,🙏
1.386001859316392e+18,1,🙏
1.3884751502704927e+18,1,👍
1.3887816846743347e+18,0,🤗
1.3863445075416596e+18,0,😢
1.3862932173986447e+18,0,😘
1.3860433723940618e+18,2,🌷
1.3885586457350062e+18,0,🥺
1.387003604075258e+18,1,🙏
1.385877757079421e+18,0,😊
1.3859469046310257e+18,0,😭
1.3860163373784965e+18,0,😡
1.386740227432018e+18,4,📌
1.385972912247558e+18,0,😠
1.3860065866576325e+18,0,😂
1.3884616959079465e+18,1,🙏
1.386350958012035e+18,0,😓
1.3885528785208197e+18,1,👌
1.3862962843284316e+18,0,😏
1.3885706340037632e+18,0,😞
1.3863584164324598e+18,7,↘
1.387015283529814e+18,0,😁
1.3884719526211953e+18,0,😍
1.3869664235078574e+18,1,🙏
1.3841947878640517e+18,1,🙏
1.3842096473771622e+18,0,😁
1.3892533547531674e+18,1,🙏
1.385935333557035e+18,0,😭
1.3887812761658573e+18,0,😂
1.385932940807377e+18,9,🌎
1.3871137334035292e+18,1,👇
1.3863017421412147e+18,0,😂
1.389207164602835e+18,2,💐
1.3860131587671368e+18,1,🙏
1.3859206411953807e+18,1,🙏
1.386968278128423e+18,1,🙏
1.385945043358294e+18,0,😩
1.3870648767286026e+18,0,😂
1.3888000112075366e+18,0,😌
1.3840893797448704e+18,7,🏻
1.388478120408146e+18,7,❤
1.3885090574267228e+18,0,😂
1.384100228576342e+18,0,😌
1.3867149757297009e+18,1,🙏
1.3841997927340032e+18,0,🤗
1.3863439737243443e+18,0,🙄
1.3884990067125535e+18,0,😷
1.3863143821293404e+18,0,💯
1.388375253890388e+18,0,😂
1.387002772080382e+18,1,🙏
1.3841018454680166e+18,0,💞
1.3859273097319096e+18,1,🙏
1.3859233252858798e+18,7,❤
1.3887885411702292e+18,0,🥵
1.3859396994752266e+18,1,🙏
1.3884822714563625e+18,0,😊
1.3888512492193956e+18,0,😊
1.388893813448446e+18,0,😅
1.386024890554372e+18,0,😡
1.3867192759691717e+18,0,😡
1.3870917710588396e+18,0,😅
1.388379841670484e+18,1,🙏
1.3887878797117112e+18,1,👣
1.3863630625847132e+18,0,😘
1.386353992645501e+18,0,😡
1.387079027396014e+18,1,👍
1.3892215958733537e+18,1,👌
1.3884034131766477e+18,1,🙏
1.386979456628134e+18,0,🤣
1.386964375559295e+18,1,🙏
1.3859143867289068e+18,1,🙏
1.385901080609919e+18,0,💖
1.3867331353421046e+18,0,😂
1.3884524333454868e+18,9,🌞
1.38843819027755e+18,0,😊
1.388784637594411e+18,0,😂
1.3884720040476303e+18,0,😂
1.3860034840345518e+18,0,😂
1.385920959949906e+18,0,😂
1.385931933763326e+18,0,😉
1.3884016364317327e+18,0,😂
1.3859041992342528e+18,7,🏼
1.3860369401772155e+18,0,😪
